story_id,epic,title,user_role,description,priority,story_points,dependencies,"acceptance_criteria_1","acceptance_criteria_2","acceptance_criteria_3","technical_tasks","definition_of_done"
US-045,"Core Game Engine & Rules","Automatically pay rent when I land on an opponent's property","Player","As a player, I want the game to automatically calculate and process my rent payment when I land on an opponent's property, so that the game flows smoothly and the rules are enforced correctly.","Must Have",5,"US-016, US-030, US-033, US-038, US-047","Given I am a player with $1000 cash, when my token's movement ends on an AI's property where rent is $10, then my cash is automatically reduced to $990, the AI's cash increases by $10, and a notification confirms the payment.","Given I am a player with $500 cash and my last dice roll was a 9, when my token lands on an AI's Utility (where the AI owns both), then the rent is calculated as 10 * 9 = $90, and my cash is reduced to $410.","Given I am a player with $50 cash and no mortgagable assets, when I land on an opponent's property where the rent is $100, then the system identifies I cannot pay the debt and initiates the bankruptcy process.","WI-015: Implement Rent Calculation and Collection","All acceptance criteria validated and passing. Rent payment is automatic and accurate for all property types. The system correctly integrates with the bankruptcy flow for insufficient funds. Clear feedback is provided."
US-046,"Core Game Engine & Rules","See a victory screen when I am the last player remaining","Human Player","As a human player who has won the game, I want to be presented with a distinct and celebratory victory screen, so that my achievement is acknowledged and I feel a sense of accomplishment.","Must Have",5,"US-011, US-047, US-048, US-064","Given a game is in progress, when the last AI opponent is declared bankrupt, making the human player the sole remaining participant, then the main game view is immediately replaced by a modal Victory Screen.","Given the Victory Screen is displayed, when the player views the screen, then it must display a prominent 'Victory!' message, the player's profile name, and key statistics like Final Net Worth and Game Duration.","Given the Victory Screen is displayed, when the screen first appears, then a victory fanfare audio clip plays and celebratory visual effects (e.g., confetti) are rendered.","WI-025: Develop End-of-Game Screens, WI-040: Implement End-of-Game Statistics Tracking","All acceptance criteria validated and passing. The win condition correctly triggers the screen. The screen displays accurate summary stats and provides clear navigation options to the main menu or full summary."
US-047,"Core Game Engine & Rules","See a game-over screen when I go bankrupt","Human Player","As a human player, I want to be shown a clear 'Game Over' screen immediately after I am declared bankrupt, so that I understand I have lost the game.","Must Have",5,"US-045, US-048","Given the human player incurs a debt they cannot pay after liquidating all assets, when the system declares the player bankrupt, then the main game view is immediately replaced by a modal 'Game Over' screen.","Given the 'Game Over' screen is displayed, when the player views the screen, then it must contain a prominent header text like 'Game Over' and a single call-to-action button labeled 'View Game Summary'.","Given the human player is viewing the 'Game Over' screen and more than one AI remains, when the player clicks 'View Game Summary', then a high-speed simulation of the remaining AI players' turns begins until a single AI winner is determined, at which point the final summary screen appears.","WI-020: Implement Bankruptcy Logic, WI-025: Develop End-of-Game Screens","All acceptance criteria validated and passing. The loss condition correctly triggers the screen. The flow to the high-speed AI simulation and final game summary is implemented correctly."
US-048,"User Interface & Player Experience","View a detailed game summary screen after a match ends","Human Player","As a Human Player who has just completed a game, I want to be shown a detailed game summary screen so that I can review the performance of all players and understand the final outcome.","Must Have",5,"US-013, US-046, US-047","Given a game has concluded (win or loss), when the Game Summary screen is displayed, then a 'Victory!' or 'Game Over' message is shown, the final winner is visually highlighted, and a statistics section is shown for all players who participated.","Given the Game Summary screen is displayed, when the user reviews the statistics, then the values for 'Final Net Worth', 'Total Rent Collected', and 'Properties Owned' must accurately reflect the final state of the game for each player.","Given the Game Summary screen is being displayed, when the user clicks the 'Return to Main Menu' button, then the application navigates to the main menu screen.","WI-025: Develop End-of-Game Screens, WI-040: Implement End-of-Game Statistics Tracking","All acceptance criteria validated and passing. The screen displays accurate final stats for all players. The winner is clearly indicated. The layout adapts to different player counts."
US-049,"User Interface & Player Experience","View at-a-glance information for all players in the HUD","Player","As a player, I want a persistent on-screen display showing the name, token, and current cash for every player, so that I can instantly assess the financial standing of all participants.","Must Have",3,"US-009, US-011, US-014","Given a new 4-player game has started, when the main game board scene is loaded, then a persistent HUD is visible with four player panels, each correctly displaying the player's name, token icon, and starting cash of $1500.","Given a game is in progress, when the game advances to the next player's turn, then the HUD panel for the previous player is de-highlighted, and the panel for the new active player receives a distinct visual highlight.","Given a player's cash balance is $1000, when they pass GO and collect a $200 salary, then their cash display in the HUD immediately updates to show $1200.","WI-027: Develop Main Game HUD","All acceptance criteria validated and passing. The HUD displays correct real-time data for all players. The turn indicator updates reliably. The layout is responsive to different aspect ratios."
US-050,"User Interface & Player Experience","See clear visual indicators of property ownership on the board","Player","As a player, I want clear, player-specific visual indicators on each property space on the board so that I can instantly understand who owns what and make faster strategic decisions.","Must Have",5,"US-030, US-038, US-040, US-047","Given a property on the board is unowned, when a player successfully purchases that property, then a visual indicator corresponding to the purchasing player's unique color/token immediately appears on the property space.","Given a player owns a property and its ownership indicator is displayed, when the player mortgages that property, then the indicator's visual state changes to clearly signify it is mortgaged (e.g., becomes greyed-out) while still being identifiable as belonging to the owner.","Given a bankrupt player's assets are transferred to a creditor player, when the transfer completes, then the ownership markers on all transferred properties immediately change to the creditor player's markers.","WI-030: Implement Board Visuals and Ownership Indicators","All acceptance criteria validated and passing. Ownership markers are updated in real-time for all ownership change events (purchase, trade, bankruptcy). The mortgaged state is clearly and visually distinct."
US-051,"User Interface & Player Experience","Interact with modal dialogs for critical decisions","Human Player","As a human player, I want the game to pause and display a focused, interactive pop-up for critical decisions, so that I can consciously evaluate my options without the risk of missing important game events.","Must Have",5,"US-026, US-030, US-041","Given I am the human player, when I land on an unowned property, then the game's background processes are paused, a modal dialog is displayed showing the property's details, and it presents me with 'Buy' and 'Auction' buttons.","Given any critical decision modal dialog is active on screen, when I attempt to click on any UI element outside of the modal dialog (e.g., the main HUD), then the clicks are ignored, and only interactions with the elements inside the modal dialog are registered.","Given any critical decision modal dialog is active on screen, when I click one of the action buttons within the dialog, then the corresponding game logic is triggered, the modal dialog is closed, and the game state resumes its normal flow.","WI-026: Develop Modal Dialog System","All acceptance criteria validated and passing. The modal system is reusable and correctly pauses/resumes the game state. It successfully blocks background UI interaction. It is used for property purchase, trade offers, and tax choices."
US-052,"User Interface & Player Experience","Access a dedicated interface to manage all my properties","Human Player","As a human player, I want to access a dedicated property management screen so that I can efficiently view the status of all my properties and take strategic actions like building or mortgaging.","Must Have",8,"US-029, US-033, US-034, US-038","Given it is the human player's turn, before they have rolled the dice, when the player clicks the 'Manage Properties' button in the main HUD, then a dedicated property management screen is displayed.","Given the player has a complete, undeveloped monopoly and sufficient cash, when the player selects a property from that monopoly and clicks the 'Build House' button, then the player's cash is debited by the correct building cost and the UI updates immediately.","Given the player owns a monopoly where one property has 1 house and the others have 0, when the player selects the property that already has 1 house, then the 'Build House' button for that property is disabled, and an informative tooltip explains that building must be even.","WI-028: Develop Property Management UI","All acceptance criteria validated and passing. The interface provides a consolidated view of all assets. All management actions (build, sell, mortgage, unmortgage) can be initiated from this screen. Action buttons are dynamically enabled/disabled based on game rules."
US-053,"User Interface & Player Experience","Use a two-panel interface to build and review trade offers","Human Player","As a Human Player, I want a clear, two-panel trading interface that displays my items and the opponent's items side-by-side so that I can easily construct and review trade offers.","Must Have",8,"US-040, US-041, US-042","Given the trading interface is open, when the player adds one of their properties and a cash amount to the 'Your Offer' panel, and adds one of the AI's properties to the 'Their Offer' panel, then all selected items appear correctly in their respective panels and the 'Propose Trade' button becomes enabled.","Given the trading interface is open and the player owns a property with at least one house, when the player attempts to select the developed property to add to their offer, then the property is visually disabled in the selection list and cannot be added.","Given an AI opponent initiates a trade with the human player, when the trade offer is presented, then the same two-panel interface appears, pre-populated with the AI's offer, and buttons for 'Accept', 'Decline', and 'Propose Counter-Offer' are displayed.","WI-029: Develop Two-Panel Trading UI","All acceptance criteria validated and passing. The UI clearly separates the two sides of the trade. It allows easy addition/removal of all asset types. It performs real-time validation for trade rules (no buildings, sufficient cash)."
US-054,"User Interface & Player Experience","Access an in-game settings menu","Player","As a player in the middle of a game, I want to access a settings menu without quitting the match, so that I can adjust game options, save my progress, or exit the game.","Must Have",5,"US-049","Given a game is in progress, when the player presses the 'Escape' key or clicks a 'Settings' icon on the HUD, then a settings menu overlay is displayed and the game simulation is paused.","Given the in-game settings menu is open, when the player views the menu, then it must contain distinct, clickable options for 'Resume Game', 'Settings', 'Save Game', 'Load Game', and 'Return to Main Menu'.","Given a modal dialog (e.g., a trade offer) is displayed to the player, when the player attempts to open the settings menu, then the settings menu does not open, and the modal dialog remains the focus.","WI-024: Develop Settings Menu","All acceptance criteria validated and passing. The menu correctly pauses and resumes the game. It provides access to all required sub-menus and actions. It does not conflict with other modal dialogs."
US-055,"User Interface & Player Experience","Adjust the game speed to make animations faster or instant","Experienced Player","As an experienced player, I want to change the game speed setting so that I can reduce waiting times for animations and AI decisions, allowing for a faster-paced game.","Should Have",5,"US-054, US-061, US-062","Given the player is in a game, when the player navigates to the settings menu and selects the 'Fast' game speed option, then all subsequent game animations (e.g., dice rolls, token movement) play at an accelerated rate.","Given the game speed is set to 'Fast' or 'Instant' and the human player is involved in a property auction, when the auction begins, then the game speed is automatically and temporarily set to 'Normal' for the duration of the auction and reverts afterward.","Given a player has set the game speed to 'Fast', when the player saves the game, exits, and then loads that saved game, then the game speed setting is correctly restored to 'Fast'.","WI-024: Develop Settings Menu","All acceptance criteria validated and passing. The speed settings (Normal, Fast, Instant) correctly affect all relevant animations and delays. The auction override works as specified. The setting is persisted in save files."
US-056,"User Interface & Player Experience","Adjust master, music, and sound effect volumes independently","Player","As a player, I want to independently adjust the master, music, and sound effect volume levels so that I can customize the game's audio to my personal preference.","Must Have",3,"US-054","Given the player is in the settings menu, when the player moves the 'Music' volume slider, then the volume of the background music changes in real-time to match the slider's value, and the new setting is immediately persisted.","Given the player is in the settings menu, when the player moves the 'Sound Effects' volume slider, then a sample sound effect is played at the new volume level, and the new setting is immediately persisted.","Given the player has set the Music volume to 30%, when the player closes the game and then relaunches it, then the game's music level is at 30% and the sliders in the settings menu reflect the saved value.","WI-024: Develop Settings Menu, WI-032: Implement Comprehensive Audio System","All acceptance criteria validated and passing. The three volume sliders (Master, Music, SFX) work independently and provide real-time audio feedback. The settings are persisted locally between game sessions."
US-057,"Data Persistence & Management","Reset all my historical statistics and high scores","Data-Conscious Player","As a Data-Conscious Player, I want an option in the settings menu to permanently delete all my historical gameplay statistics and high scores after a confirmation prompt, so that I can have a clean slate.","Could Have",2,"US-013, US-054, US-064","Given I have existing historical statistics, when I navigate to the settings menu, click the 'Reset All Player Data' button, and click 'Confirm' on the subsequent confirmation dialog, then all my historical player statistics are reset to their default zero state.","Given I have existing data and have opened the deletion confirmation dialog, when I click the 'Cancel' button, then the dialog closes and no data is modified or deleted.","Given the reset confirmation dialog is displayed, when I view it, then the dialog text explicitly states that the action is permanent and cannot be undone.","WI-024: Develop Settings Menu, WI-039: Set Up SQLite Database and Statistics Repository","All acceptance criteria validated and passing. The feature requires explicit confirmation. The reset operation correctly and completely clears the relevant tables in the SQLite database for the active profile."
US-058,"Data Persistence & Management","Provide a bulk deletion option for all saved games via the settings menu","System-Conscious Player","As a user who wants to manage my game data, I want an option in the settings menu to delete all my saved games at once, with a confirmation step, so that I can easily clear out old progress.","Could Have",1,"US-054, US-061","Given the user has at least one saved game file, when the user clicks the 'Delete All Saved Games' button in settings and confirms the action, then all files within the '%APPDATA%/MonopolyTycoon/saves' directory are permanently deleted.","Given the user has opened the deletion confirmation dialog, when the user clicks the 'Cancel' button, then the dialog closes and no files are deleted.","Given the user has no saved game files, when the user navigates to the settings menu, then the 'Delete All Saved Games' button is visibly disabled and cannot be clicked.","WI-024: Develop Settings Menu","All acceptance criteria validated and passing. The feature requires explicit confirmation. The operation correctly removes all files from the saves directory. The button state is managed correctly."
US-059,"User Interface & Player Experience","Start an optional interactive tutorial to learn the game","New Player","As a new player, I want to start an optional, interactive tutorial so that I can learn the basic rules and game controls in a guided, hands-on environment.","Should Have",8,"US-008, US-015, US-016, US-030, US-044","Given the user is on the main menu, when the user clicks the 'Tutorial' button, then the game transitions to a dedicated, scripted tutorial game state.","Given the tutorial has started, when the tutorial prompts the player to roll the dice by highlighting the 'Roll' button, then all other UI elements are non-interactive until the player clicks the highlighted button.","Given the player has completed the final guided action in the tutorial, when the final action is confirmed, then a 'Tutorial Complete' modal dialog is displayed with options to 'Start New Game' or 'Return to Main Menu'.","(Implied by REQ-1-081)","All acceptance criteria validated and passing. The tutorial guides the user through a scripted sequence covering core actions. User input is restricted to the current tutorial step. The tutorial can be exited at any time."
US-060,"User Interface & Player Experience","Access and search a digital rulebook from game menus","Player","As a player, I want to open a searchable digital rulebook from both the main menu and the in-game pause menu so that I can quickly find and clarify specific game rules.","Should Have",5,"US-008, US-054","Given a player is in an active game, when the player opens the pause menu and clicks the 'Rulebook' button, then the rulebook UI is displayed as a modal overlay and the game is paused.","Given the rulebook UI is open, when the player types a keyword (e.g., 'mortgage') into the search bar, then the list of rules is dynamically filtered to show only the sections containing the keyword.","Given the rulebook's source JSON file is missing or malformed, when the player attempts to open the rulebook, then a user-friendly error message is displayed (e.g., 'Rulebook data could not be loaded.'), the rulebook UI does not open, and an ERROR is written to the log file.","(Implied by REQ-1-082, REQ-1-083)","All acceptance criteria validated and passing. The rulebook is accessible from both menus. The search function works correctly. The content is loaded from an external, structured data file."
US-061,"Data Persistence & Management","Save game progress into one of several save slots","Player","As a player, I want to save my current game progress into a specific save slot at the start of my turn, so that I can safely exit the game and resume playing from the same point at a later time.","Must Have",5,"US-044, US-054","Given I am in an active game and it is the start of my turn (before rolling), when I open the pause menu, select 'Save Game', and click on an 'Empty' save slot, then the complete current GameState object is serialized into a versioned JSON file with a checksum.","Given I am in the 'Save Game' menu and I click on a slot that contains a previously saved game, when a confirmation dialog appears and I select 'Yes', then the existing save file for that slot is replaced with the new game state data.","Given it is an AI player's turn OR it is my turn but after I have rolled the dice, when I open the pause menu, then the 'Save Game' button is visually disabled and is not clickable.","WI-023: Develop Save/Load Game Screens, WI-037: Implement GameState Serialization and Deserialization","All acceptance criteria validated and passing. The save option is only available at the correct time. The entire game state is serialized correctly. Overwriting saves requires confirmation. Save files are versioned and include a checksum."
US-062,"Data Persistence & Management","Load a game from a previously saved slot","Returning Player","As a returning player, I want to select and load a previously saved game from the main menu, so that I can seamlessly continue my progress.","Must Have",5,"US-061, US-063","Given I am on the main menu and have at least one valid saved game, when I navigate to the 'Load Game' screen, select the valid save slot, and confirm, then the system deserializes the game state, and the game is perfectly restored to the moment it was saved.","Given I am on the 'Load Game' screen, when the list of save slots is displayed, then each occupied and valid slot must display metadata such as the player's profile name, the date/time of the save, and the turn number.","Given I am on the 'Load Game' screen and at least one save file has failed its checksum validation, when the list of save slots is displayed, then the slot corresponding to the corrupted file is visually marked as 'Corrupted' or 'Unusable' and is disabled.","WI-023: Develop Save/Load Game Screens, WI-037: Implement GameState Serialization and Deserialization","All acceptance criteria validated and passing. Loading correctly restores the full game state. The load screen accurately displays metadata for each slot. Corrupted or incompatible saves are handled gracefully."
US-063,"Data Persistence & Management","Continue playing my saved games from older versions of the application","Returning Player","As a Returning Player with a saved game from a previous version, I want the application to automatically update my save file when I load it, so that I can continue my progress without losing it after a game update.","Could Have",5,"US-062","Given I have a save file from a compatible older version of the game, when I select to load that game, then the system detects the old version, automatically and atomically migrates it to the current version's format, and then loads the game successfully.","Given the data migration process is underway, when an unexpected error occurs, then the migration is aborted and the original, untouched save file is preserved.","Given I have a save file from a version that is too old to be migrated, when I navigate to the 'Load Game' screen, then the save slot is marked as 'Incompatible Version' and is disabled.","WI-038: Develop Save File Data Migration Mechanism","All acceptance criteria validated and passing. The migration process is atomic and robust. The system can distinguish between migratable and non-migratable old versions. Successful migration preserves all user data."
US-064,"Data Persistence & Management","View a list of my top 10 victories","Competitive Player","As a competitive player, I want to access a Top 10 High Score screen from the main menu, so that I can review my most successful victories and be motivated to beat my own records.","Should Have",2,"US-011, US-046, US-048","Given the player has won 10 or more games, when the player selects 'Top Scores' from the main menu, then a screen is displayed showing a list of exactly 10 entries, sorted by Final Net Worth (descending).","Given the player has won fewer than 10 games, when the player navigates to the 'Top Scores' screen, then the list displays exactly the number of victories the player has achieved.","Given the database contains two victory records with the exact same Final Net Worth, when the player views the 'Top Scores' screen, then the victory achieved in fewer turns is ranked higher.","WI-039: Set Up SQLite Database and Statistics Repository, WI-041: Develop Player Statistics and Top Scores UI","All acceptance criteria validated and passing. The screen correctly queries and displays the top 10 scores from the SQLite database. Sorting logic, including tie-breakers, is implemented correctly."
US-065,"Data Persistence & Management","Export my top score history to a text file","Competitive/Archivist Player","As a competitive player, I want to export my Top 10 High Scores list to a simple, human-readable text file, so that I can easily share my achievements with friends or keep a personal record.","Could Have",1,"US-064","Given the player is on the 'Top Score History' screen, when the player clicks the 'Export to Text' button and selects a location in the native Windows 'Save As' dialog, then a '.txt' file is created at the specified location.","Given a high score file has been successfully exported, when the user opens the exported '.txt' file, then the file contains a clear header and each score entry is on a new line with all data fields (Rank, Name, Net Worth, etc.) clearly labeled and matching the in-game UI.","Given the player is viewing the 'Top Score History' screen and the list is empty, when the player views the screen, then the 'Export to Text' button is visibly disabled and not clickable.","WI-041: Develop Player Statistics and Top Scores UI","All acceptance criteria validated and passing. The export function uses a native save dialog and produces a well-formatted, accurate text file. The button state is managed correctly."
US-066,"User Interface & Player Experience","Change the game's visual and audio theme","Player","As a player, I want to select and apply different visual and audio themes for the game, so that I can customize my experience and keep the game feeling fresh.","Should Have",8,"US-054","Given the player is in the settings menu, when the player selects a new theme and confirms the selection, then all in-game assets, including the game board, player tokens, UI/HUD elements, and background music, are updated to the new theme without requiring a game restart.","Given the player has selected a theme and closed the application, when the player launches the game again, then the game starts up with the previously selected theme already active.","Given the assets for a theme are corrupted or missing, when the player attempts to switch to that theme, then the theme change fails, the game remains on the previous theme, and an ERROR level log is written.","WI-033: Implement Theming System","All acceptance criteria validated and passing. The theme system can dynamically load and unload visual and audio asset packages. The player's choice is persisted between sessions. The system handles missing assets gracefully."
US-067,"Technical Foundation & DevOps","Be notified of available game updates on startup","Game Player","As a Game Player, I want to be notified in a non-intrusive way when a new version of the game is available upon startup, so that I can easily access the latest features and bug fixes.","Could Have",2,"","Given I have an older version of the game and an active internet connection, when I launch the application, then the game performs a version check asynchronously and a non-intrusive notification is displayed on the main menu indicating an update is available with a clickable download link.","Given I have the latest version of the game installed, when I launch the application, then no update notification is displayed.","Given I do not have an active internet connection or the version check endpoint is unreachable, when I launch the application, then the version check fails silently in the background, no error message is displayed, and the game loads normally.","(Implied by REQ-1-097)","All acceptance criteria validated and passing. The update check is non-blocking and fails gracefully. The notification is clear and provides a direct link to the download page. No data is automatically downloaded or installed."
US-068,"User Interface & Player Experience","View the game's data privacy statement","Privacy-Conscious User","As a privacy-conscious user, I want to access and read a clear data privacy statement from the main menu, so that I can understand what data the game collects and confirm that it operates entirely offline.","Should Have",1,"US-008","Given the user is on the main menu screen, when the user clicks the 'Privacy Policy' button, then a modal view appears, displaying the game's data privacy statement.","Given the privacy statement view is open, when the user reads the content, then the text must explicitly confirm that the application operates entirely offline, all user-generated data is stored locally, and no data is transmitted to any external server.","Given the privacy statement view is open, when the user clicks the 'Close' or 'Back' button, then the view is dismissed, and the main menu becomes interactive again.","(Implied by REQ-1-098)","All acceptance criteria validated and passing. The statement is easily accessible. The content is loaded from an external resource file and accurately reflects the game's offline nature."