story_id,epic,title,user_role,description,priority,story_points,dependencies,"acceptance_criteria_1","acceptance_criteria_2","acceptance_criteria_3",technical_tasks,definition_of_done
US-001,"Technical Foundation and Project Setup","Install the game on my Windows PC","Windows PC Gamer","As a Windows PC gamer, I want to run a simple, guided installer for Monopoly Tycoon, so that I can get the game set up on my computer quickly and without errors, and start playing right away.","Must Have",5,"","Given I run the installer with default options, when I complete the wizard, then the game is installed, listed in 'Add or Remove Programs', and a desktop shortcut is created.","Given I start the installer on a machine with insufficient disk space, when I try to install, then an error message is shown and the installation is blocked.","Given I run the installer as a standard user, when I start the process, then a Windows UAC prompt appears requesting administrative privileges.",WI-005: Create Inno Setup Installer Script,"All acceptance criteria met. Code reviewed and merged. Installer is a single .exe. Uninstaller entry is created. Feature verified in a staging build. No new high-priority bugs introduced."
US-002,"Technical Foundation and Project Setup","Choose a custom installation directory","Windows PC user","As a Windows PC user installing the game, I want to be able to choose a custom installation directory so that I can manage my disk space and organize my installed applications according to my personal preferences.","Must Have",1,"US-001","Given I am on the 'Choose Install Location' screen, when I select a valid directory on a different drive, then the game files are installed into that custom directory.","Given I am on the 'Choose Install Location' screen, when I select a drive with insufficient space, then an error message is displayed and the 'Next' button is disabled.","Given I am on the 'Choose Install Location' screen, when I proceed with the default path, then the game is installed in the default system-provided directory.",WI-005: Create Inno Setup Installer Script,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-003,"Technical Foundation and Project Setup","Provide an option to create a desktop shortcut during installation","New player","As a new player installing the game, I want to see a checkbox option to create a desktop shortcut during the installation process, so that I can easily find and launch the game directly from my desktop after it's installed.","Must Have",1,"US-001","Given the 'Create a desktop shortcut' option is checked by default, when I complete the installation, then a shortcut is created on my desktop.","Given a desktop shortcut was created, when I double-click it, then the game launches successfully.","Given I uncheck the 'Create a desktop shortcut' option, when I complete the installation, then no shortcut is created on my desktop.",WI-005: Create Inno Setup Installer Script,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-004,"User Interface and Experience (UI/UX)","Ensure UI and Game View Adapt to Different Monitor Aspect Ratios","PC Gamer","As a PC gamer with a monitor of any common aspect ratio, I want the game's user interface and 3D view to automatically adapt to my screen's dimensions so that I can play the game without any visual distortion, overlapping elements, or loss of critical information.","Must Have",5,"US-020, US-021, US-022, US-023, US-024, US-026, US-027","Given the game is launched on a standard 16:9 display, when the user views the main gameplay screen, then all HUD elements are positioned correctly and no graphics are stretched.","Given the game is launched on an ultrawide 21:9 display, when the user views the main gameplay screen, then the HUD elements remain anchored to the corners and the game board maintains its correct proportions.","Given the game is running in windowed mode, when the user drags the window border to resize it, then the UI layout dynamically updates to fit the new dimensions without errors.",WI-029: Implement Responsive UI for Multiple Aspect Ratios,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build for all target aspect ratios. No new high-priority bugs introduced."
US-005,"Technical Foundation and Project Setup","Receive guidance on locating log files after an error","Player experiencing an issue","As a player who has encountered an unexpected game crash, I want to be shown a clear error message that includes a unique error ID and instructions on where to find the log files, so that I can easily provide developers with the necessary information to diagnose and fix the bug.","Must Have",8,"","Given the game is running, when an unhandled exception occurs, then a modal error dialog is displayed to the user.","Given the error dialog is displayed, when the user views it, then it contains a user-friendly message, a unique Error ID, and the path to the log files.","Given an error ID is shown to the user, when the user checks the log file, then an ERROR level entry with the same ID and full exception details is present.",WI-002: Integrate and Configure Serilog Framework, WI-003: Implement Global Exception Handler,"All acceptance criteria met. Code reviewed and merged. Error dialog is visually polished and non-technical. Log flushing is confirmed to happen before application termination. Feature verified in a staging build. No new high-priority bugs introduced."
US-006,"Technical Foundation and Project Setup","Uninstall the game cleanly from my computer","Windows PC user","As a Windows PC user who no longer wishes to keep the game installed, I want a standard and thorough uninstallation process so that I can completely remove all application files and reclaim my disk space, ensuring my system remains clean.","Must Have",2,"US-001, US-007","Given the game is installed, when I uninstall it via 'Apps & features', then all application files, shortcuts, and the 'Apps & features' entry are removed.","Given the uninstaller presents the option to keep personal data, when I choose to KEEP the data, then the '%APPDATA%/MonopolyTycoon' directory remains.","Given the uninstaller presents the option to keep personal data, when I choose to REMOVE the data, then the '%APPDATA%/MonopolyTycoon' directory is also deleted.",WI-005: Create Inno Setup Installer Script,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-007,"Technical Foundation and Project Setup","Choose to keep my personal data upon uninstallation","Windows PC Gamer","As a Windows PC Gamer who needs to uninstall the game, I want to be given a clear choice to keep or delete my personal game data (like save files and player profile) during the uninstallation process so that I can reinstall the game later without losing all my progress.","Should Have",2,"US-001, US-031, US-033","Given the game is installed and personal data exists, when the user runs the uninstaller and selects 'No' at the prompt to remove personal data, then the application files are removed but the '%APPDATA%/MonopolyTycoon' directory remains.","Given the game is installed and personal data exists, when the user runs the uninstaller and selects 'Yes' at the prompt to remove personal data, then the application files AND the '%APPDATA%/MonopolyTycoon' directory are deleted.","Given the game is installed but has never been run, when the user runs the uninstaller, then the process completes successfully without presenting a prompt to remove personal data.",WI-005: Create Inno Setup Installer Script,"All acceptance criteria met. Code reviewed and merged. Uninstaller correctly handles user choice regarding personal data. Feature verified in a staging build. No new high-priority bugs introduced."
US-008,"User Interface and Experience (UI/UX)","Start a new game from the main menu","Player","As a player, I want to select a 'New Game' option from the main menu so that I can proceed to the game setup screen and configure a new match.","Must Have",1,"","Given I am on the main menu screen, when I click the 'New Game' button, then the application transitions to the Game Setup screen.","Given I am on the main menu screen, when I use keyboard navigation to focus and activate the 'New Game' button, then the application transitions to the Game Setup screen.","Given I click the 'New Game' button multiple times in quick succession, when the transition starts, then the application transitions to the Game Setup screen only once without errors.",WI-020: Develop Main Menu and Game Setup Screen,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-009,"User Interface and Experience (UI/UX)","Configure a game with one to three AI opponents","Player","As a player setting up a new game, I want to select the number of AI opponents from a choice of one, two, or three, so that I can customize the game's challenge, duration, and overall experience to my preference.","Must Have",1,"US-008","Given I am on the game setup screen, when I select '1' as the number of AI opponents and start the game, then a new game session is created with one human and one AI player.","Given I am on the game setup screen, when I select '3' as the number of AI opponents and start the game, then a new game session is created with one human and three AI players.","Given I am on the game setup screen, when I change the selected number of AI opponents from '1' to '3', then the UI dynamically updates to display configuration sections for three distinct AI opponents.",WI-020: Develop Main Menu and Game Setup Screen,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-010,"User Interface and Experience (UI/UX)","Set a unique difficulty level for each AI opponent","Player","As a Human Player setting up a new game, I want to independently assign a difficulty level (Easy, Medium, or Hard) to each of my AI opponents so that I can customize the game's challenge to match my skill level and desired experience.","Must Have",3,"US-009","Given I have selected 3 AI opponents, when I set their difficulties to 'Easy', 'Hard', and 'Medium' respectively, then the UI clearly displays these selections.","Given I add a new AI opponent to the game setup, when its UI section appears, then its difficulty selector defaults to 'Medium'.","Given I have configured a game with specific difficulties, when I start the game, then the internal AI agents are initialized with the correct difficulty parameters, verifiable via logs or debug tools.",WI-020: Develop Main Menu and Game Setup Screen,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-011,"Data Persistence and Player Progression","Create a player profile with a custom name","New or Returning Player","As a new or returning player, I want to create a personal profile by entering a custom name, so that my game progress, historical statistics, and high scores are saved and displayed under my unique identity.","Must Have",2,"US-008","Given I am on the game setup screen, when I enter a valid name (3-16 alphanumeric characters) and proceed, then a new player profile is created and persisted.","Given I am on the game setup screen, when I enter an invalid name (too short, too long, or with special characters), then a user-friendly validation message is displayed and I cannot proceed.","Given I have successfully created a profile with a name, when the game starts, then my name is displayed correctly in the game's HUD.",WI-020: Develop Main Menu and Game Setup Screen, WI-033: Implement SQLite Database for Player Stats,"All acceptance criteria met. Code reviewed and merged. Database persistence is confirmed. Validation logic is robust. Feature verified in a staging build. No new high-priority bugs introduced."
US-012,"User Interface and Experience (UI/UX)","Receive feedback for an invalid profile name","Player","As a player setting up my profile, I want to receive immediate and clear feedback if the name I enter is invalid, so that I can easily correct it and proceed to start the game without frustration.","Must Have",1,"US-011","Given I enter a name with fewer than 3 characters, when the input field loses focus, then a specific error message 'Name must be at least 3 characters long' is displayed.","Given I enter a name with special characters (e.g., 'Player!'), when the input field loses focus, then a specific error message 'Name can only contain letters and numbers' is displayed.","Given I have entered an invalid name and an error message is displayed, when I edit the name to be valid, then the error message disappears and the proceed button is enabled.",WI-020: Develop Main Menu and Game Setup Screen,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-013,"Data Persistence and Player Progression","View my persistent historical gameplay statistics","Returning Player","As a returning player, I want to access a dedicated screen that displays my cumulative gameplay statistics from all my completed games, so that I can track my performance, see my win/loss record, and feel a sense of long-term progression.","Should Have",5,"US-011, US-015","Given I have completed at least one game, when I select 'Player Statistics' from the main menu, then a screen correctly displays my aggregated stats like Total Wins and Win/Loss ratio.","Given I am a new player with no completed games, when I navigate to the statistics screen, then all statistical categories are displayed with default 'zero-state' values (e.g., '0', 'N/A').","Given my current 'Total Wins' is 2, when I complete and win a new game, then upon returning to the statistics screen my 'Total Wins' displays '3'.",WI-033: Implement SQLite Database for Player Stats, WI-034: Implement End-of-Game Statistics Tracking,"All acceptance criteria met. Code reviewed and merged. Database queries are performant. UI correctly reflects data from the DB. Feature verified in a staging build. No new high-priority bugs introduced."
US-014,"User Interface and Experience (UI/UX)","Select my player token from a set of classic options","Player","As a player setting up a new game, I want to choose my game piece from a visual selection of classic tokens, so that I can personalize my in-game identity and feel more connected to the game experience.","Must Have",2,"US-009, US-011","Given I am on the game setup screen, when I click on an available token, then it becomes visually highlighted as my selection.","Given I have selected a token and started a game with 3 AI opponents, when the game begins, then all four players have unique tokens assigned.","Given I selected the 'Battleship' token during setup, when the game starts, then my 3D game piece on the board and my icon in the HUD are both the 'Battleship'.",WI-020: Develop Main Menu and Game Setup Screen,"All acceptance criteria met. Code reviewed and merged. Art assets are integrated. AI token assignment is unique. Feature verified in a staging build. No new high-priority bugs introduced."
US-015,"Core Gameplay and Rule Engine","Roll two six-sided dice to start my move","Player","As a human player whose turn it is, I want to click a button to roll two virtual dice, so that I can determine the number of spaces my token will move and proceed with my turn.","Must Have",3,"US-010","Given it is my turn, when I click 'Roll Dice', then the system generates two random numbers (1-6) and displays an animation of the dice roll.","Given it is NOT my turn, when I view the screen, then the 'Roll Dice' button is disabled.","Given I set the game speed to 'Instant', when I click 'Roll Dice', then the animation is skipped and the result is shown immediately.",WI-011: Implement Dice Rolling and Doubles Rules,"All acceptance criteria met. Code reviewed and merged. RNG is cryptographically secure. Animation is smooth. Feature verified in a staging build. No new high-priority bugs introduced."
US-016,"User Interface and Experience (UI/UX)","Watch my token automatically move around the board","Player","As a player, I want to see my game token animate its movement from one space to the next after I roll the dice, so that I can visually track my progress around the board and have an immersive, intuitive gameplay experience.","Must Have",5,"US-014, US-015, US-022","Given I roll a 5, when my token moves, then it animates sequentially across 5 spaces and the camera smoothly follows its movement.","Given I have set the game speed to 'Instant', when my token moves, then it instantly teleports to the destination space without a sequential animation.","Given my turn results in being sent to Jail, when my token moves, then it follows a special, direct animation to the 'In Jail' section of the board, bypassing normal movement.",WI-028: Implement Visual Feedback and Effects,"All acceptance criteria met. Code reviewed and merged. Animation is smooth and respects game speed settings. Camera logic is non-jarring. Feature verified in a staging build. No new high-priority bugs introduced."
US-017,"Core Gameplay and Rule Engine","Receive an extra turn after rolling doubles","Player","As a player (human or AI), I want to be granted an immediate, additional turn after I roll doubles, so that the game correctly follows the official Monopoly rules and provides an authentic gameplay experience.","Must Have",2,"US-015","Given I roll doubles for the first time in a turn, when my move is complete, then it is still my turn and I am prompted to roll again.","Given I roll a non-double, when my move is complete, then my turn ends and play passes to the next player.","Given I am in jail, when I roll doubles to get out, then my turn ends and I am NOT granted an extra turn.",WI-011: Implement Dice Rolling and Doubles Rules,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-018,"Core Gameplay and Rule Engine","Be sent to jail for rolling three consecutive doubles","Player","As a player, I want the game to automatically send my token to jail if I roll three consecutive doubles in a single turn, so that the game correctly enforces the official rules and maintains strategic balance.","Must Have",2,"US-017","Given I have rolled doubles twice in a row, when I roll a third consecutive double, then my token is moved directly to the 'In Jail' space and my turn ends.","Given I am on Boardwalk and roll a third double, when I am sent to jail, then I do not move the dice sum and do not collect the $200 GO salary.","Given I have rolled doubles, when my next roll is not a double, then my consecutive doubles counter is reset to zero before the next player's turn.",WI-011: Implement Dice Rolling and Doubles Rules,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-019,"Core Gameplay and Rule Engine","Collect $200 salary when passing or landing on GO","Player","As a Player, I want my cash balance to be automatically credited with a $200 salary when I pass or land on GO, so that the game correctly follows the official rules and I receive the funds I am entitled to.","Must Have",1,"US-016","Given my token is on 'Boardwalk' (space 39) with $500, when I roll a 5 and land on 'Baltic Avenue' (space 3), then my cash balance is automatically increased to $700.","Given my token is on 'Park Place' (space 37) with $500, when I roll a 3 and land exactly on 'GO' (space 0), then my cash balance is automatically increased to $700.","Given I am sent directly to Jail from any space, when my token moves to the Jail space, then my cash balance remains unchanged and I do not collect a GO salary.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. The 'Go to Jail' exception is handled correctly in all cases. Feature verified in a staging build. No new high-priority bugs introduced."
US-020,"Core Gameplay and Rule Engine","Get out of jail by paying the $50 fine","Player in jail","As a player who is in jail, I want to be presented with the option to pay a $50 fine at the beginning of my turn, so that I can immediately get out of jail and continue my turn normally.","Must Have",1,"US-018","Given I am in jail with more than $50, when I select 'Pay $50 Fine', then my cash is reduced by $50, my status becomes 'Active', and I can proceed with my turn.","Given I am in jail with less than $50, when my turn starts, then the 'Pay $50 Fine' option is disabled.","Given I am in jail with exactly $50, when I select 'Pay $50 Fine', then my cash becomes $0 and I proceed with my turn.",WI-012: Implement Jail Mechanics,"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-021,"Core Gameplay and Rule Engine","Get out of jail by using a 'Get Out of Jail Free' card","Player in jail","As a player who is in jail and owns a 'Get Out of Jail Free' card, I want to be presented with the option to use it at the start of my turn, so that I can get out of jail immediately without spending money.","Must Have",2,"US-024, US-025","Given I am in jail with a card, when I select 'Use Card', then my card count becomes 0, my status becomes 'Active', and I can proceed with my turn.","Given I use a card from the Chance deck, when the action is complete, then the card is returned to the bottom of the Chance deck.","Given I am in jail without a card, when my turn starts, then the 'Use Card' option is not available.",WI-012: Implement Jail Mechanics,"All acceptance criteria met. Code reviewed and merged. Card origin is tracked and returned to the correct deck. Feature verified in a staging build. No new high-priority bugs introduced."
US-022,"Core Gameplay and Rule Engine","Attempt to get out of jail by rolling for doubles","Player in jail","As a player in jail, I want to choose the option to roll the dice on my turn, so that I can attempt to get out of jail for free by rolling doubles, preserving my cash and cards.","Must Have",3,"US-015, US-018","Given I am in jail, when I select 'Roll for Doubles' and roll doubles, then my status becomes 'Active', my token moves the sum of the dice, and my turn ends without an extra roll.","Given I am in jail on my 1st or 2nd attempt, when I select 'Roll for Doubles' and fail, then my 'jail_turns_remaining' is decremented and my turn immediately ends.","Given I am in jail, when my turn starts, then a modal UI dialog is presented with my available options, including 'Roll for Doubles'.",WI-012: Implement Jail Mechanics,"All acceptance criteria met. Code reviewed and merged. The 'no extra turn' rule is explicitly tested and verified. Feature verified in a staging build. No new high-priority bugs introduced."
US-023,"Core Gameplay and Rule Engine","Be forced to pay the fine after failing to roll doubles for 3 turns in jail","Player in jail","As a player in jail for my third consecutive turn, I want the game to automatically force me to pay the $50 fine if I fail to roll doubles, so that the official game rules are enforced.","Must Have",5,"US-022, US-038, US-047","Given I am in jail on my 3rd attempt with more than $50, when I fail to roll doubles, then $50 is automatically deducted, my status becomes 'Active', and I move the sum of that roll.","Given I am in jail on my 3rd attempt, when I successfully roll doubles, then my cash is unchanged, I become 'Active', and I move the sum of that roll.","Given I am in jail on my 3rd attempt with less than $50, when I fail to roll doubles, then the game prompts me to raise funds to cover the $50 debt, initiating bankruptcy flow if needed.",WI-012: Implement Jail Mechanics,"All acceptance criteria met. Code reviewed and merged. Integration with the bankruptcy system is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-024,"Core Gameplay and Rule Engine","Draw a Chance card when landing on a Chance space","Player","As a player, I want the game to automatically draw a Chance card and execute its instructions when I land on a Chance space, so that the game follows the official rules and introduces an element of surprise.","Must Have",5,"US-016, US-018, US-019, US-047","Given I land on a Chance space and draw 'Bank pays you dividend of $50', when the card is shown, then my cash balance increases by $50 and the card is placed at the bottom of the deck.","Given I land on a Chance space and draw the 'Get Out of Jail Free' card, when the card is shown, then my card count increases by one and the card is removed from the deck cycle until used.","Given I land on a Chance space and draw the 'Go to Jail' card, when the card is shown, then my token moves directly to jail, my turn ends, and I do not collect $200 for passing Go.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. All 16 standard Chance cards are implemented and tested. Card data is loaded from an external JSON file. Feature verified in a staging build. No new high-priority bugs introduced."
US-025,"Core Gameplay and Rule Engine","Draw a Community Chest card when landing on a Community Chest space","Player","As a player, I want the game to automatically draw a Community Chest card and execute its instructions when I land on a Community Chest space, so that the game correctly follows the official rules.","Must Have",5,"US-016, US-018, US-047","Given I land on Community Chest and draw 'Bank error in your favor. Collect $200', when the card is shown, then my cash balance increases by $200.","Given I land on Community Chest and draw 'Go to Jail', when the card is shown, then my token moves directly to jail and my turn ends.","Given I land on Community Chest and draw 'It is your birthday. Collect $10 from every player', when the card is shown, then my cash increases by $10 for each opponent, and each opponent's cash decreases by $10.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. All 16 standard Community Chest cards are implemented and tested. Card data is loaded from an external JSON file. Feature verified in a staging build. No new high-priority bugs introduced."
US-026,"Core Gameplay and Rule Engine","Choose to pay $200 or 10% of my net worth for Income Tax","Player","As a human player, I want to be presented with a clear choice between paying a flat $200 or 10% of my total net worth when I land on the Income Tax space, so that I can make the most strategic financial decision.","Must Have",5,"US-016, US-038, US-047","Given I land on Income Tax with a net worth of $2500, when the dialog is displayed, then it presents two choices: '$200' and '$250'.","Given the options are '$200' and '$250', when I select the '$200' option, then my cash is reduced by $200 and my turn ends.","Given I have only $100 cash, when I land on Income Tax, then regardless of my choice I am prompted to raise funds to cover the debt, initiating bankruptcy flow if needed.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. Net worth calculation is accurate. Integration with bankruptcy flow is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-027,"Core Gameplay and Rule Engine","Pay a fixed Luxury Tax amount","Player","As a player, I want the game to automatically deduct the fixed Luxury Tax amount from my cash when I land on that space, so that the game correctly follows the official rules.","Must Have",2,"US-016, US-038, US-047","Given I land on Luxury Tax with sufficient funds, when my move ends, then the fixed tax amount is automatically deducted from my cash.","Given I land on Luxury Tax with the exact amount of funds, when my move ends, then the fixed tax amount is deducted and my cash balance becomes $0.","Given I land on Luxury Tax with insufficient funds, when my move ends, then the game flow pauses and I am prompted to manage my assets to pay the debt.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. Transaction is logged correctly. Integration with bankruptcy flow is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-028,"Core Gameplay and Rule Engine","Experience no gameplay effect when landing on Free Parking","Player","As a player, I want the game to apply no special action when my token lands on the Free Parking space so that the game adheres to the official Monopoly rules.","Must Have",1,"US-015, US-016, US-017, US-019","Given I land on 'Free Parking' without rolling doubles, when my move concludes, then my cash is unchanged and my turn ends.","Given I land on 'Free Parking' after rolling doubles, when my move concludes, then my cash is unchanged and I am prompted to take my extra turn.","Given I pass GO on my way to 'Free Parking', when my move concludes, then my cash has increased by $200 but the landing itself has no further effect.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. Interaction with doubles rule and GO salary is correct. Feature verified in a staging build. No new high-priority bugs introduced."
US-029,"Core Gameplay and Rule Engine","Manage my properties before rolling the dice","Strategic Player","As a strategic player, I want a dedicated phase at the start of my turn to manage my properties (build, mortgage, trade) before I roll the dice, so that I can proactively adjust my financial position and property development.","Must Have",8,"US-015, US-033, US-038, US-040, US-052","Given it is the start of my turn and I am not in jail, when the game transitions to me, then the 'Roll Dice' button is enabled and I can access property management options.","Given I am in the Pre-Roll Management Phase, when I build a house and then click 'Roll Dice', then the build action is completed before the game proceeds to the Roll Phase.","Given I have just rolled doubles, when my extra turn starts, then the game returns to the Pre-Roll Management Phase, allowing me to manage properties again.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. State machine logic is robust for all edge cases (doubles, jail). Feature verified in a staging build. No new high-priority bugs introduced."
US-030,"Core Gameplay and Rule Engine","Choose to buy an unowned property I land on","Player","As a human player, I want to be presented with a clear, informative prompt when I land on an unowned property, giving me the option to purchase it for its listed price, so that I can strategically acquire assets.","Must Have",5,"US-016","Given I land on an unowned property with sufficient funds, when the purchase dialog appears, then a 'Buy' button is enabled.","Given I choose to buy, when I confirm, then the price is deducted from my cash, the property is added to my assets, and the board is visually updated.","Given I land on an unowned property with insufficient funds, when the purchase dialog appears, then the 'Buy' button is disabled.",WI-013: Implement Property Acquisition (Buy/Auction),"All acceptance criteria met. Code reviewed and merged. UI is clear and transaction is atomic. Feature verified in a staging build. No new high-priority bugs introduced."
US-031,"Core Gameplay and Rule Engine","Choose to send an unowned property to auction instead of buying it","Player","As a Human Player, I want the option to decline the immediate purchase of an unowned property I land on so that I can trigger an auction for that property, allowing me to either acquire it for a lower price or force other players to spend their cash.","Must Have",2,"US-032","Given I land on an unowned property, when the purchase dialog appears, then an 'Auction' button is enabled.","Given I click the 'Auction' button, when I confirm, then the purchase dialog closes and the auction process begins for all players.","Given I do not have sufficient funds to buy the property, when the purchase dialog appears, then the 'Buy' button is disabled but the 'Auction' button remains enabled.",WI-013: Implement Property Acquisition (Buy/Auction),"All acceptance criteria met. Code reviewed and merged. Integration with auction system is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-032,"Core Gameplay and Rule Engine","Participate in an auction for a property","Player","As a Human Player, I want to participate in a turn-based auction for an unowned property, placing bids against AI opponents, so that I have a strategic opportunity to acquire properties that were not purchased outright.","Must Have",8,"US-031","Given an auction is in progress, when I place a winning bid and all others withdraw, then the bid amount is deducted, I receive the property, and the auction ends.","Given an auction is in progress, when I select 'Withdraw', then I can no longer place bids in this auction.","Given my cash is less than the minimum next bid, when it is my turn, then the 'Place Bid' button is disabled.",WI-013: Implement Property Acquisition (Buy/Auction),"All acceptance criteria met. Code reviewed and merged. UI is clear and responsive. AI bidding integration is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-033,"Core Gameplay and Rule Engine","Build houses on properties in a complete color set","Player","As a player who owns a complete color set, I want to purchase and build houses on those properties so that I can increase the rent value and gain a strategic advantage.","Must Have",5,"US-052","Given I own a monopoly and have enough cash, when I choose to build a house, then my cash is deducted, a house appears on the board, and the bank's house supply decreases.","Given I do not own a complete color set, when I view my properties, then the option to build is disabled.","Given I have insufficient funds, when I try to build, then the action is blocked and I am notified.",WI-014: Implement Property Management Rules (Building, Mortgaging),"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-034,"Core Gameplay and Rule Engine","Enforce even building rule for property development","Player","As a player who owns a complete property set, I want the game to enforce the 'even building' rule when I try to purchase or sell houses, so that the game is fair and follows official rules.","Must Have",5,"US-033","Given Property A has 1 house and B has 0 in my monopoly, when I try to build a second house on A, then the action is blocked with an explanatory message.","Given every property in a monopoly has 1 house, when I try to build a second house on any of them, then the action is successful.","Given Property A has 3 houses and B has 2, when I try to sell a house from B, then the action is blocked, forcing me to sell from A first.",WI-014: Implement Property Management Rules (Building, Mortgaging),"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
