story_id,epic,title,user_role,description,priority,story_points,dependencies,"acceptance_criteria_1","acceptance_criteria_2","acceptance_criteria_3",technical_tasks,definition_of_done
US-035,"Core Gameplay and Rule Engine","Upgrade a set of 4 houses to a single hotel","Strategic Player","As a strategic player who has developed a monopoly with four houses on each property, I want to purchase a hotel for each of those properties, so that I can charge the maximum possible rent.","Must Have",5,"US-033, US-034","Given every property in my monopoly has 4 houses and I have sufficient cash, when I choose to build a hotel, then my cash is reduced, the bank's hotel supply decreases by 1, and the bank's house supply increases by 4.","Given I own a monopoly with 4 houses on each property but have insufficient cash for a hotel, when I view the property, then the 'Build Hotel' option is disabled.","Given at least one property in my monopoly has fewer than 4 houses, when I view the properties, then the option to build a hotel is disabled for all of them.",WI-014: Implement Property Management Rules (Building, Mortgaging),"All acceptance criteria met. Code reviewed and merged. Transaction is atomic and all game state components are updated correctly. Feature verified in a staging build. No new high-priority bugs introduced."
US-036,"Core Gameplay and Rule Engine","Notify player of building shortage when attempting to build","Player","As a player trying to develop my properties, I want to receive a clear, immediate notification when I am unable to build because the bank has run out of houses or hotels.","Must Have",2,"US-033","Given the bank has 0 houses, when I attempt to build a house, then the purchase is prevented and a notification 'No houses available in the bank' is shown.","Given the bank supply of houses is 0, when I view the property management screen, then the 'Build House' buttons are disabled.","Given the supply was 0, when another player sells houses back to the bank, then on my next turn the 'Build House' buttons are re-enabled.",WI-014: Implement Property Management Rules (Building, Mortgaging),"All acceptance criteria met. Code reviewed and merged. Unit/Integration tests pass with required coverage. Feature verified in a staging build. No new high-priority bugs introduced."
US-037,"Core Gameplay and Rule Engine","Participate in an auction for the last available buildings","Strategic Player","As a strategic player, I want to participate in an auction for the last available houses or hotels when there's a building shortage, so that I have a fair, rule-compliant chance to acquire these critical assets.","Should Have",13,"US-036","Given the bank has 2 houses left and multiple players want to build, when I try to build, then a building auction is triggered for the available houses one by one.","Given a building auction is active, when I win the auction for one house, then the bid price is deducted from my cash and the house is placed on my property.","Given I cannot afford the next bid, when it is my turn, then my 'Bid' button is disabled and I can only pass.",WI-014: Implement Property Management Rules (Building, Mortgaging),"All acceptance criteria met. Code reviewed and merged. Complex auction sub-system is robust. AI bidding logic is functional. Feature verified in a staging build. No new high-priority bugs introduced."
US-038,"Core Gameplay and Rule Engine","Mortgage an undeveloped property to get cash","Player","As a player managing my finances, I want to mortgage my undeveloped properties to the Bank, so that I can receive immediate cash to pay debts, fund purchases, or avoid bankruptcy.","Must Have",3,"US-052","Given I own an undeveloped property, when I choose to mortgage it, then my cash increases by the mortgage value and the property is marked as mortgaged.","Given I own a property with houses, when I view it in the management screen, then the 'Mortgage' option is disabled.","Given an opponent lands on my mortgaged property, when rent is calculated, then no rent is collected.",WI-014: Implement Property Management Rules (Building, Mortgaging),"All acceptance criteria met. Code reviewed and merged. Integration with rent collection and UI is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-039,"Core Gameplay and Rule Engine","Unmortgage a property by paying the principal plus 10% interest","Player","As a Human Player managing my assets, I want to pay the bank to unmortgage one of my properties so that I can start collecting rent on it again and enable future development.","Must Have",3,"US-038","Given I own a mortgaged property and have sufficient funds, when I choose to unmortgage it, then my cash is reduced by the mortgage value plus 10% interest, and the property becomes active again.","Given I own a mortgaged property but have insufficient funds to unmortgage it, when I view it, then the 'Unmortgage' button is disabled.","Given I have unmortgaged a property, when an opponent lands on it, then rent is collected normally.",WI-014: Implement Property Management Rules (Building, Mortgaging),"All acceptance criteria met. Code reviewed and merged. Calculation is correct and transaction is atomic. Feature verified in a staging build. No new high-priority bugs introduced."
US-040,"Artificial Intelligence (AI)","Initiate a trade with an AI opponent during my turn","Player","As a human player, I want to open a trading interface, select an AI opponent, and construct a trade offer involving cash, properties, and cards, so that I can strategically negotiate to complete monopolies.","Must Have",5,"US-027, US-052","Given it is my turn before I have rolled, when I open the trade interface and construct an offer, then I can submit it to the selected AI for evaluation.","Given I own a property with houses, when I open the trade interface, then that property is disabled in the selection list with a tooltip explaining why.","Given I have $500 cash, when I try to offer more than $500, then the UI prevents the input and disables the 'Propose Trade' button.",WI-019: Implement AI Trading Logic,"All acceptance criteria met. Code reviewed and merged. UI validation is robust. Integration with AI evaluation module is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-041,"User Interface and Experience (UI/UX)","Respond to a trade offer from an AI opponent","Player","As a human player, I want to be presented with a clear, interactive dialog when an AI opponent proposes a trade, so that I can evaluate the deal and make an informed decision to accept or decline it.","Must Have",5,"US-026, US-040","Given an AI proposes a trade, when the offer is presented, then the game flow pauses and a modal dialog appears showing the offered and requested items.","Given the trade offer dialog is displayed, when I click 'Accept', then the assets are atomically exchanged between me and the AI, and the game resumes.","Given the trade offer dialog is displayed, when I click 'Decline', then the dialog closes, no assets are exchanged, and the game resumes.",WI-019: Implement AI Trading Logic, WI-026: Develop Two-Panel Trading Interface,"All acceptance criteria met. Code reviewed and merged. The trade transaction is atomic. UI clearly represents the offer. Feature verified in a staging build. No new high-priority bugs introduced."
US-042,"Artificial Intelligence (AI)","Propose a counter-offer to an AI's trade proposal","Strategic Player","As a strategic player negotiating with an AI, I want to respond to their trade proposal with a modified counter-offer, so that I can fine-tune the deal to better suit my strategic goals.","Should Have",5,"US-041, US-026","Given an AI proposes a trade, when I click 'Propose Counter-Offer', then the main trading UI opens, pre-populated with the AI's original offer.","Given the counter-offer UI is open, when I modify the offer and submit it, then the AI evaluates the new offer and responds with either 'Accepted' or 'Declined'.","Given I have opened the counter-offer UI, when I click 'Cancel', then the entire trade negotiation is aborted and the game returns to its prior state.",WI-019: Implement AI Trading Logic, WI-026: Develop Two-Panel Trading Interface,"All acceptance criteria met. Code reviewed and merged. State management for counter-offers is robust. UI pre-population works correctly. Feature verified in a staging build. No new high-priority bugs introduced."
US-043,"Artificial Intelligence (AI)","Receive a non-intrusive notification when AI players trade with each other","Player","As a human player, I want to see a non-intrusive notification when a trade is completed between two AI opponents, so that I can maintain situational awareness of the game's strategic landscape.","Should Have",2,"US-019","Given AI 1 successfully trades 'Boardwalk' to AI 2 for $500, when the trade is complete, then a notification appears on my screen summarizing the trade (e.g., 'Trade: AI 1 sent Boardwalk to AI 2 for $500').","Given the notification appears, when it is displayed, then it does not pause the game and disappears automatically after a few seconds.","Given AI 1 proposes a trade to AI 2 but it is rejected, when the offer is declined, then no notification is displayed to me.",WI-019: Implement AI Trading Logic,"All acceptance criteria met. Code reviewed and merged. Notification text is concise and accurate. Feature works correctly on all game speed settings. Feature verified in a staging build. No new high-priority bugs introduced."
US-044,"Core Gameplay and Rule Engine","Automatically collect rent when an opponent lands on my property","Property Owner","As a property owner, I want the game to automatically calculate and transfer the correct rent from an opponent who lands on my property so that the game rules are enforced fairly.","Must Have",5,"US-016, US-030, US-033, US-038, US-047","Given I own an undeveloped property in a monopoly, when an opponent lands on it, then double the base rent is automatically transferred from them to me.","Given I own a mortgaged property, when an opponent lands on it, then no rent is collected.","Given an opponent with insufficient funds lands on my property, when rent is due, then the game identifies they cannot pay and initiates the bankruptcy process.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. Rent calculation logic is 100% accurate for all property types and states. Integration with bankruptcy system is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-045,"Core Gameplay and Rule Engine","Automatically pay rent when I land on an opponent's property","Player","As a player, I want the game to automatically calculate and process my rent payment when I land on an opponent's property, so that the game flows smoothly and the rules are enforced correctly.","Must Have",5,"US-016, US-030, US-033, US-038, US-047","Given I land on an opponent's property with 3 houses, when my move ends, then the correct rent for a 3-house property is deducted from my cash and credited to the owner.","Given I land on an opponent's mortgaged property, when my move ends, then no rent is charged and my cash remains unchanged.","Given I land on a property where the rent is more than my total assets, when my move ends, then the game initiates the bankruptcy process for my player.",WI-010: Develop Turn Management State Machine,"All acceptance criteria met. Code reviewed and merged. Rent payment is atomic. UI feedback is clear. Integration with bankruptcy system is successful. Feature verified in a staging build. No new high-priority bugs introduced."
US-046,"Core Gameplay and Rule Engine","See a victory screen when I am the last player remaining","Player","As a human player who has won the game, I want to be presented with a distinct and celebratory victory screen, so that my achievement is acknowledged and I feel a sense of accomplishment.","Must Have",5,"US-015, US-048","Given I am the last non-bankrupt player in the game, when the final opponent goes bankrupt, then the main game view is replaced by a modal Victory Screen.","Given the Victory Screen is displayed, when I view it, then it displays a 'Victory!' message, my profile name, my final net worth, and the game duration.","Given the Victory Screen is displayed, when I interact with it, then it has a functional button to navigate to the 'Game Summary' screen and another to 'Return to Main Menu'.",WI-015: Implement Bankruptcy and Win/Loss Conditions, WI-023: Implement Victory and Game Over Screens,"All acceptance criteria met. Code reviewed and merged. Win condition logic is robust. Displayed stats are accurate. Navigation is functional. Feature verified in a staging build. No new high-priority bugs introduced."
US-047,"Core Gameplay and Rule Engine","See a game-over screen when I go bankrupt","Player","As a human player, I want to be shown a clear 'Game Over' screen immediately after I am declared bankrupt, so that I understand I have lost the game and am no longer an active participant.","Must Have",5,"US-015, US-048","Given I am declared bankrupt, when the bankruptcy process concludes, then the main game view is immediately replaced by a modal 'Game Over' screen.","Given the 'Game Over' screen is displayed, when I view it, then it contains a prominent 'Game Over' header and a single button labeled 'View Game Summary'.","Given I click 'View Game Summary' and multiple AIs remain, when the screen transitions, then a high-speed simulation of the remaining AI turns begins until a single AI winner is determined.",WI-015: Implement Bankruptcy and Win/Loss Conditions, WI-023: Implement Victory and Game Over Screens,"All acceptance criteria met. Code reviewed and merged. Lose condition logic is robust. High-speed AI simulation is functional and performant. Feature verified in a staging build. No new high-priority bugs introduced."
US-048,"User Interface and Experience (UI/UX)","View a detailed game summary screen after a match ends","Player","As a Human Player who has just completed a game, I want to be shown a detailed game summary screen so that I can review the performance of all players and understand the final outcome.","Must Have",5,"US-046, US-047","Given a game has ended (win or loss), when I navigate to the summary screen, then it displays a statistics section for all players who participated in the match.","Given the Game Summary screen is displayed, when I review the statistics, then the values for 'Final Net Worth', 'Total Rent Collected', and 'Properties Owned' are accurate for each player.","Given the Game Summary screen is displayed, when I interact with it, then a 'Return to Main Menu' button is visible and functional.",WI-023: Implement Victory and Game Over Screens,"All acceptance criteria met. Code reviewed and merged. Displayed statistics are accurate. Layout adapts to player count. Feature verified in a staging build. No new high-priority bugs introduced."
US-049,"User Interface and Experience (UI/UX)","View at-a-glance information for all players in the HUD","Player","As a player, I want a persistent on-screen display showing the name, token, and current cash for every player, so that I can instantly assess the financial standing of my opponents and myself.","Must Have",3,"US-009, US-011, US-014","Given a new 4-player game has started, when the main game board is loaded, then a HUD is visible with four panels, each showing a player's name, token icon, and starting cash.","Given it is a player's turn, when I view the HUD, then that player's panel has a distinct visual highlight to indicate they are the active player.","Given a player's cash balance changes, when the transaction completes, then their cash display in the HUD updates immediately.",WI-021: Implement In-Game HUD,"All acceptance criteria met. Code reviewed and merged. HUD updates are event-driven and performant. Layout scales correctly on all supported aspect ratios. Feature verified in a staging build. No new high-priority bugs introduced."
US-050,"User Interface and Experience (UI/UX)","See clear visual indicators of property ownership on the board","Player","As a player, I want clear, player-specific visual indicators on each property space on the board so that I can instantly understand who owns what, identify monopolies, and make faster strategic decisions.","Must Have",5,"US-030, US-038, US-040, US-047","Given a player purchases an unowned property, when the transaction completes, then a visual marker corresponding to the new owner's color immediately appears on that property space.","Given a player mortgages an owned property, when the transaction completes, then the ownership marker's visual state changes to clearly signify it is mortgaged (e.g., becomes semi-transparent).","Given a property's ownership changes due to a trade or bankruptcy, when the asset transfer is complete, then the marker on the property immediately updates to show the new owner's color/token.",WI-028: Implement Visual Feedback and Effects,"All acceptance criteria met. Code reviewed and merged. Visual state changes are immediate and accurate. Indicators do not rely on color alone (accessibility). Feature verified in a staging build. No new high-priority bugs introduced."
US-051,"User Interface and Experience (UI/UX)","Interact with modal dialogs for critical decisions","Player","As a human player, I want the game to pause and display a focused, interactive pop-up for critical, turn-halting decisions, so that I can consciously evaluate my options and make informed choices.","Must Have",5,"US-010, US-026, US-030, US-041","Given I land on an unowned property, when my move ends, then a modal dialog appears pausing the game and presenting me with 'Buy' and 'Auction' buttons.","Given an AI proposes a trade, when the offer is presented, then a modal dialog appears pausing the game and presenting me with 'Accept', 'Decline', and 'Counter-Offer' buttons.","Given any critical decision modal is active, when I attempt to click on any UI element outside the modal, then the clicks are ignored and only interactions within the modal are registered.",WI-020, WI-026, WI-027,"All acceptance criteria met. Code reviewed and merged. A generic, reusable modal system has been created. Game state is properly paused and resumed. Feature verified in a staging build. No new high-priority bugs introduced."
US-052,"User Interface and Experience (UI/UX)","Access a dedicated interface to manage all my properties","Player","As a human player managing my assets, I want to access a dedicated property management screen so that I can efficiently view all my properties and take actions like building or mortgaging from a single interface.","Must Have",8,"US-029, US-033, US-034, US-038","Given it is my turn before I roll, when I click the 'Manage Properties' button, then a dedicated screen is displayed overlaying the main board.","Given I own a complete monopoly and have sufficient cash, when I am in the management screen, then I can successfully build a house on a property in that set.","Given I own an undeveloped property, when I am in the management screen, then I can successfully mortgage that property for its listed value.",WI-027: Develop Property Management Interface,"All acceptance criteria met. Code reviewed and merged. UI is intuitive and context-sensitive buttons are correctly enabled/disabled based on game rules. Feature verified in a staging build. No new high-priority bugs introduced."
US-053,"User Interface and Experience (UI/UX)","Use a two-panel interface to build and review trade offers","Player","As a Human Player, I want a clear, two-panel trading interface that displays my items and the opponent's items side-by-side so that I can easily construct, review, and understand trade offers.","Must Have",8,"US-040, US-041, US-042","Given I initiate a trade, when the interface appears, then it displays two panels: 'Your Offer' and 'Their Offer', showing available assets for selection.","Given I construct a trade with multiple asset types (property, cash, card), when I add them, then all items appear correctly in their respective panels.","Given an AI makes me an offer, when the interface appears, then it is pre-populated with the AI's offer, and I am presented with 'Accept', 'Decline', and 'Counter-Offer' buttons.",WI-026: Develop Two-Panel Trading Interface,"All acceptance criteria met. Code reviewed and merged. Interface handles all asset types and trade states correctly. Validation logic is robust. Feature verified in a staging build. No new high-priority bugs introduced."
US-054,"User Interface and Experience (UI/UX)","Access an in-game settings menu","Player","As a player in the middle of a game, I want to access a settings menu without quitting the match, so that I can adjust game options, save my progress, or exit the game in a controlled manner.","Must Have",5,"US-049","Given a game is in progress, when I press the 'Escape' key, then the game simulation is paused and a settings menu is displayed.","Given the settings menu is open, when I view it, then it contains distinct options for 'Resume Game', 'Settings', 'Save Game', 'Load Game', and 'Return to Main Menu'.","Given an AI opponent is taking its turn, when I open the settings menu and then resume the game, then the AI's turn continues from the exact point it was interrupted.",WI-022: Develop Settings Menu,"All acceptance criteria met. Code reviewed and merged. Pause/resume logic is robust and does not corrupt game state. Feature verified in a staging build. No new high-priority bugs introduced."
US-055,"User Interface and Experience (UI/UX)","Adjust the game speed to make animations faster or instant","Experienced Player","As an experienced player, I want to change the game speed setting so that I can reduce waiting times for animations and AI decisions, allowing for a faster-paced game.","Should Have",5,"US-054, US-061, US-062","Given I am in the settings menu, when I select the 'Fast' game speed option, then all subsequent game animations play at an accelerated rate.","Given I am in the settings menu, when I select the 'Instant' game speed option, then all subsequent game animations are skipped or rendered almost instantaneously.","Given the game speed is set to 'Fast' or 'Instant', when a property auction involving me begins, then the game speed is temporarily set to 'Normal' for the duration of the auction.",WI-022: Develop Settings Menu,"All acceptance criteria met. Code reviewed and merged. All animations respect the speed setting. The auction override is functional. Feature verified in a staging build. No new high-priority bugs introduced."
US-056,"User Interface and Experience (UI/UX)","Adjust master, music, and sound effect volumes independently","Player","As a player, I want to independently adjust the master, music, and sound effect volume levels so that I can customize the game's audio to my personal preference.","Must Have",3,"US-054","Given I am in the settings menu, when I move the 'Music' volume slider, then the volume of the background music changes in real-time.","Given I am in the settings menu, when I move the 'Sound Effects' volume slider, then a sample sound effect is played at the new volume level.","Given I have set custom volume levels, when I close and relaunch the game, then my volume settings are preserved and applied.",WI-022: Develop Settings Menu, WI-037: Implement Comprehensive Audio System,"All acceptance criteria met. Code reviewed and merged. AudioMixer is correctly configured. Settings persistence is functional. Feature verified in a staging build. No new high-priority bugs introduced."
US-057,"Data Persistence and Player Progression","Reset all my historical statistics and high scores","Data-Conscious Player","As a Data-Conscious Player, I want an option in the settings menu to permanently delete all my historical gameplay statistics and high scores after a confirmation prompt, so that I can have a clean slate.","Could Have",2,"US-013, US-054, US-064","Given I have existing historical statistics, when I click 'Reset All Player Data' and confirm the action, then all my stats are reset to their default zero state.","Given I have existing statistics, when I click 'Reset All Player Data' and then click 'Cancel' on the confirmation dialog, then no data is modified.","Given I have no existing statistics, when I use the reset feature, then the system executes without errors and the stats remain in their default empty state.",WI-022: Develop Settings Menu, WI-033: Implement SQLite Database for Player Stats,"All acceptance criteria met. Code reviewed and merged. Database transaction is atomic. UI provides clear warning. Feature verified in a staging build. No new high-priority bugs introduced."
US-058,"Data Persistence and Player Progression","Provide a bulk deletion option for all saved games via the settings menu","System-Conscious Player","As a user who wants to manage my game data, I want an option in the settings menu to delete all my saved games at once, with a confirmation step, so that I can easily clear out old progress.","Could Have",1,"US-054, US-061","Given I have at least one saved game, when I click 'Delete All Saved Games' and confirm the action, then all files in the save directory are permanently deleted.","Given I have opened the deletion confirmation dialog, when I click 'Cancel', then no files are deleted.","Given I have no saved games, when I navigate to the settings menu, then the 'Delete All Saved Games' button is visibly disabled.",WI-022: Develop Settings Menu, WI-030: Implement Game State Serialization (Save Game),"All acceptance criteria met. Code reviewed and merged. File operations are robust and error-handled. UI provides clear warning. Feature verified in a staging build. No new high-priority bugs introduced."
US-059,"Artificial Intelligence (AI)","Implement AI-to-AI trading capability","Developer","As a developer, I need to implement the AI's ability to trade with other AIs so that the game world feels more dynamic and monopolies can form without direct player interaction.","Must Have",8,"US-019","Given two AIs are in a game state where a trade would be mutually beneficial, when it is one AI's turn, then it can generate and propose a trade to another AI.","Given an AI receives a trade proposal from another AI, when it evaluates the offer, then it can decide to accept or decline based on its difficulty-driven logic.","Given two AIs complete a trade, when the transaction finishes, then a non-intrusive notification is displayed to the human player summarizing the trade.",WI-019: Implement AI Trading Logic,"All acceptance criteria met. Code reviewed and merged. The AI's decision-making is driven by its Behavior Tree and external parameters. Feature verified in a staging build. No new high-priority bugs introduced."
US-060,"User Interface and Experience (UI/UX)","Access and search a digital rulebook from game menus","Player","As a player, I want to open a searchable digital rulebook from both the main menu and the in-game pause menu so that I can quickly find and clarify specific game rules.","Should Have",5,"US-008, US-054","Given I am on the main menu or pause menu, when I click the 'Rulebook' button, then the rulebook UI is displayed as a modal overlay.","Given the rulebook UI is open, when I type a keyword (e.g., 'mortgage') into the search bar, then the list of rules is dynamically filtered to show only entries containing that keyword.","Given the rulebook's source JSON file is missing or corrupt, when I try to open the rulebook, then a user-friendly error message is displayed and an error is written to the log.",WI-024: Implement Digital Rulebook and User Manual,"All acceptance criteria met. Code reviewed and merged. Content is loaded from external JSON. Search functionality is performant. Feature verified in a staging build. No new high-priority bugs introduced."
US-061,"Data Persistence and Player Progression","Save game progress into one of several save slots","Player","As a player, I want to save my current game progress into a specific save slot at the start of my turn, so that I can safely exit the game and resume playing from that point at a later time.","Must Have",5,"US-054","Given it is my turn before I have rolled, when I open the pause menu and save to an empty slot, then the current GameState is serialized to a versioned JSON file in the correct directory.","Given I attempt to save to a slot that is already used, when I click the slot, then a confirmation dialog appears asking if I want to overwrite the existing save.","Given it is an AI's turn OR my turn after I have rolled, when I open the pause menu, then the 'Save Game' button is disabled.",WI-030: Implement Game State Serialization (Save Game),"All acceptance criteria met. Code reviewed and merged. Serialization is robust and includes versioning and checksums. Save timing rules are enforced. Feature verified in a staging build. No new high-priority bugs introduced."
US-062,"Data Persistence and Player Progression","Load a game from a previously saved slot","Returning Player","As a returning player, I want to select and load a previously saved game from the main menu, so that I can seamlessly continue my progress without having to start over.","Must Have",5,"US-061, US-063","Given I have a valid saved game, when I select it from the 'Load Game' screen and confirm, then the game state is perfectly restored to the moment it was saved.","Given I am on the 'Load Game' screen, when I view the slots, then each occupied slot displays metadata like the profile name, save timestamp, and turn number.","Given a save file is corrupted or from an incompatible version, when I view the 'Load Game' screen, then that slot is marked as unusable and the load action is disabled.",WI-031: Implement Game State Deserialization (Load Game),"All acceptance criteria met. Code reviewed and merged. Deserialization is robust. Game state is fully restored. Corrupted/incompatible files are handled gracefully. Feature verified in a staging build. No new high-priority bugs introduced."
US-063,"Data Persistence and Player Progression","Visually indicate unusable save files on the load game screen","Returning Player","As a Returning Player, I want to see a clear, visual indication on the load game screen for any save files that are corrupted or incompatible, so that I can understand which games I can no longer play.","Should Have",5,"US-061, US-062","Given a save file's content does not match its stored checksum, when I view the 'Load Game' screen, then the corresponding slot is clearly labeled as 'Corrupted' and is disabled.","Given a save file was created with an older, incompatible version of the game, when I view the 'Load Game' screen, then the corresponding slot is clearly labeled as 'Incompatible Version' and is disabled.","Given I hover my mouse over a slot marked as 'Corrupted' or 'Incompatible', when the cursor is over the slot, then a tooltip appears with an informative message.",WI-031: Implement Game State Deserialization (Load Game),"All acceptance criteria met. Code reviewed and merged. Checksum and version validation are robust. UI feedback is clear. Feature verified in a staging build. No new high-priority bugs introduced."
US-064,"Data Persistence and Player Progression","View a list of my top 10 victories","Competitive Player","As a competitive player, I want to access a Top 10 High Score screen from the main menu, so that I can review my most successful victories and be motivated to beat my own records.","Should Have",2,"US-011, US-046, US-048","Given I have won 10 or more games, when I navigate to the 'Top Scores' screen, then a list of exactly 10 entries is displayed, sorted by final net worth in descending order.","Given I have won fewer than 10 games, when I navigate to the 'Top Scores' screen, then the list displays the exact number of victories I have achieved.","Given two of my victories have the exact same net worth, when I view the list, then the victory achieved in fewer turns is ranked higher.",WI-035: Develop Top Scores Screen,"All acceptance criteria met. Code reviewed and merged. Database query and sorting logic (including tie-breakers) are correct. UI is clear and well-formatted. Feature verified in a staging build. No new high-priority bugs introduced."
US-065,"Data Persistence and Player Progression","Export my top score history to a text file","Competitive/Archivist Player","As a competitive player, I want to export my Top 10 High Scores list to a simple, human-readable text file, so that I can easily share my achievements or keep a personal record.","Could Have",1,"US-064","Given the high score list contains at least one entry, when I am viewing the 'Top Scores' screen, then an 'Export to Text' button is visible and enabled.","Given I click the 'Export to Text' button, when the native Windows 'Save As' dialog appears, then I can select a location and save a .txt file.","Given a high score file has been exported, when I open the file, then it contains a clear header and all the data fields from the in-game list, formatted for readability.",WI-035: Develop Top Scores Screen,"All acceptance criteria met. Code reviewed and merged. File export is functional and formatted correctly. Error handling for file I/O is present. Feature verified in a staging build. No new high-priority bugs introduced."
US-066,"Visual and Audio Polish","Change the game's visual and audio theme","Player","As a player, I want to select and apply different visual and audio themes for the game, so that I can customize my experience and keep the game feeling fresh.","Should Have",8,"US-054","Given I am in the settings menu, when I select a new theme and confirm, then the game's UI skin, board model, tokens, and background music are all updated to the new theme's assets.","Given I have selected a theme, when I close and relaunch the application, then my theme choice is persisted and the game starts with that theme active.","Given the assets for a theme are missing or corrupted, when I attempt to switch to it, then the theme change fails gracefully, the game remains on the previous theme, and an error is logged.",WI-036: Implement Dynamic Theme System,"All acceptance criteria met. Code reviewed and merged. Asset loading is dynamic and robust. Settings persistence is functional. At least two complete themes are implemented. Feature verified in a staging build. No new high-priority bugs introduced."
US-067,"Technical Foundation and Project Setup","Be notified of available game updates on startup","Game Player","As a Game Player, I want to be notified in a non-intrusive way when a new version of the game is available upon startup, so that I can easily access the latest features and bug fixes.","Could Have",2,"","Given a new version of the game is available and I have an internet connection, when I launch the application, then a non-intrusive notification is displayed on the main menu with a link to the download page.","Given I do not have an active internet connection, when I launch the application, then the version check fails silently and the game loads normally without any error message.","Given the version-check endpoint is unreachable, when I launch the application, then the request times out gracefully and the game loads normally without any error message.",WS-001/WS-002,"All acceptance criteria met. Code reviewed and merged. The check is asynchronous and does not block startup. Graceful failure is implemented for all network error conditions. Feature verified in a staging build. No new high-priority bugs introduced."
US-068,"User Interface and Experience (UI/UX)","View the game's data privacy statement","Privacy-conscious user","As a privacy-conscious user, I want to access and read a clear data privacy statement from the main menu, so that I can understand what data the game collects and confirm that it operates entirely offline.","Should Have",1,"US-008","Given I am on the main menu, when I click the 'Privacy Policy' button, then a modal view appears displaying the data privacy statement.","Given the privacy statement view is open, when I read the content, then the text explicitly confirms that the application operates offline and all user data is stored locally.","Given the privacy statement view is open, when I click the 'Close' button, then the view is dismissed and I am returned to the main menu.",WI-024: Implement Digital Rulebook and User Manual,"All acceptance criteria met. Code reviewed and merged. Text is loaded from an external resource file. UI is clear and scrollable. Feature verified in a staging build. No new high-priority bugs introduced."